	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
pkn2	0.000574492783428674	-0.539158811108031	0.032	0.351	1
znf362b	0.000575158844567288	-0.6187759791714	0.032	0.351	1
wdr35	0.000581236203069529	-0.54935457821392	0.032	0.351	1
rasgef1ba	0.000581623418736016	0.613103593040316	0.452	0.17	1
tbl1x	0.000582677017931712	-0.632268215499513	0.226	0.574	1
necab2	0.000583400567290347	-0.729997132344796	0.097	0.426	1
kpnb3	0.000587862738152535	-0.840180050095219	0.452	0.67	1
ero1b	0.000589869689646059	0.26410915342633	0.258	0.043	1
fam133b	0.000597273752720839	-0.70739137127633	0.226	0.564	1
shroom3	0.00061205902154823	-0.677592206009003	0.194	0.532	1
glsa	0.000614419978892377	-0.508729181089351	0.097	0.447	1
si:ch73-299h12.6	0.000618310474581681	0.391805919479345	0.355	0.096	1
picalmb	0.000626480686048968	-0.546448847038509	0.194	0.564	1
CR762436.1	0.000633932717479202	0.37298204518769	0.194	0.021	1
p3h4	0.000648703180242925	-0.807265427622484	0.452	0.681	1
irs2b	0.00064963649069904	0.2784644464034	0.226	0.032	1
katna1	0.000651804200946037	-0.478834149859813	0	0.298	1
epn1	0.000652366921041997	-0.588269022733136	0.097	0.426	1
eps15l1a	0.000661129878839384	-0.611911062422102	0.226	0.574	1
si:ch73-36p18.1	0.000662657496645363	0.271084916037802	0.226	0.032	1
DNAH10	0.000665055916098184	0.337358135456968	0.194	0.021	1
gmip	0.000665055916098184	0.337358135456968	0.194	0.021	1
efhc1	0.000665055916098184	0.337358135456968	0.194	0.021	1
